,TEAM,TEAM A,TEAM B,TEAM C,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
0,DAVIDSON,DRONEY.TOM,KALINOSKI.TYLER,SULLIVAN.BRIAN,555:35,924.92,66.0454,0.08,0.0726,0.78,1.1752,0.98,1.1026,0.14,0.5527,0.93,0.4112,0.76,0.1589,0.91,0.297,0.61,0.3718,0.79,0.535,0.18,0.2409,0.99,0.1928,0.66,0.3123,0.18,0.4706,0.01
1,DAVIDSON,CZERAPOWICZ.CHRIS,KALINOSKI.TYLER,SULLIVAN.BRIAN,533:03,869.44,64.6184,0.02,0.0637,0.75,1.172,0.98,1.1083,0.1,0.5435,0.88,0.4306,0.82,0.1392,0.99,0.2898,0.52,0.3256,0.42,0.543,0.13,0.2178,0.99,0.2017,0.79,0.3198,0.12,0.4163,0.08
2,DAVIDSON,CZERAPOWICZ.CHRIS,DRONEY.TOM,KALINOSKI.TYLER,513:42,829.84,64.7641,0.03,0.0911,0.84,1.1496,0.96,1.0585,0.35,0.5604,0.95,0.402,0.71,0.1723,0.72,0.2937,0.56,0.3352,0.52,0.5061,0.53,0.2564,0.99,0.1913,0.65,0.2982,0.34,0.4461,0.03
3,DAVIDSON,BROOKS.DE'MON,KALINOSKI.TYLER,SULLIVAN.BRIAN,490:09,811.68,65.0482,0.04,0.1961,0.97,1.269,0.99,1.0729,0.27,0.5874,0.99,0.3764,0.55,0.1503,0.96,0.3392,0.91,0.3864,0.86,0.5203,0.32,0.2332,0.99,0.1893,0.61,0.3108,0.2,0.3912,0.16
4,DAVIDSON,BROOKS.DE'MON,DRONEY.TOM,KALINOSKI.TYLER,483:28,796.44,65.1528,0.04,0.2186,0.98,1.2405,0.99,1.0219,0.66,0.6023,0.99,0.3789,0.57,0.177,0.62,0.3252,0.84,0.3774,0.82,0.4822,0.87,0.2492,0.99,0.1776,0.37,0.294,0.4,0.387,0.18
5,DAVIDSON,CZERAPOWICZ.CHRIS,DRONEY.TOM,SULLIVAN.BRIAN,478:06,781.08,65.1297,0.04,0.0088,0.54,1.11,0.87,1.1012,0.14,0.5337,0.78,0.4179,0.79,0.1562,0.92,0.2794,0.42,0.3035,0.23,0.5279,0.24,0.2279,0.99,0.1934,0.68,0.3215,0.11,0.4639,0.01
6,DAVIDSON,BROOKS.DE'MON,DRONEY.TOM,SULLIVAN.BRIAN,441:09,721.36,64.8345,0.03,0.1578,0.97,1.2352,0.99,1.0773,0.24,0.5909,0.99,0.388,0.61,0.165,0.87,0.3198,0.8,0.3555,0.69,0.4975,0.67,0.2331,0.99,0.161,0.12,0.2978,0.35,0.4155,0.08
7,DAVIDSON,BROOKS.DE'MON,CZERAPOWICZ.CHRIS,KALINOSKI.TYLER,369:12,596.04,63.4602,0.01,0.2361,0.99,1.2382,0.99,1.0021,0.79,0.5954,0.99,0.3815,0.58,0.1644,0.87,0.331,0.87,0.3198,0.37,0.4989,0.66,0.2273,0.99,0.207,0.87,0.2967,0.37,0.368,0.28
8,DAVIDSON,BROOKS.DE'MON,CZERAPOWICZ.CHRIS,DRONEY.TOM,363:40,580.36,63.5085,0.01,0.1859,0.97,1.1975,0.99,1.0117,0.73,0.5906,0.99,0.3865,0.6,0.1792,0.58,0.3213,0.82,0.2869,0.13,0.4873,0.82,0.2436,0.99,0.1887,0.59,0.3039,0.3,0.3771,0.23
9,DAVIDSON,BROOKS.DE'MON,CZERAPOWICZ.CHRIS,SULLIVAN.BRIAN,348:58,559.08,63.3149,0.01,0.2036,0.98,1.2467,0.99,1.0431,0.45,0.5889,0.99,0.396,0.67,0.1502,0.96,0.3236,0.83,0.3172,0.35,0.5137,0.43,0.2082,0.99,0.2046,0.85,0.312,0.19,0.3776,0.23
