,TEAM,TEAM A,TEAM B,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
0,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,1042:24,1810.32,68.714,0.4,0.048,0.71,1.0827,0.75,1.0347,0.54,0.524,0.69,0.4626,0.94,0.1663,0.84,0.2462,0.15,0.3136,0.32,0.5044,0.57,0.3445,0.77,0.1774,0.37,0.2638,0.8,0.3164,0.62
1,DAVIDSON,ALDRIDGE.PEYTON,GUDMUNDSSON.JONAX,873:25,1510.36,68.6378,0.39,0.0374,0.67,1.0686,0.69,1.0312,0.56,0.5149,0.57,0.4859,0.98,0.1682,0.8,0.2481,0.16,0.3088,0.27,0.5076,0.52,0.3357,0.86,0.1797,0.41,0.2622,0.81,0.3181,0.6
2,DAVIDSON,GIBBS.JACK,GUDMUNDSSON.JONAX,803:46,1394.36,68.8189,0.41,0.0375,0.67,1.0772,0.72,1.0397,0.49,0.5235,0.69,0.4744,0.96,0.1743,0.67,0.2567,0.23,0.3154,0.34,0.5198,0.34,0.3483,0.75,0.187,0.57,0.2604,0.83,0.3201,0.59
3,DAVIDSON,ALDRIDGE.PEYTON,REIGEL.RUSTY,721:44,1259.28,69.4025,0.5,0.042,0.71,1.0705,0.69,1.0284,0.59,0.5219,0.67,0.4623,0.94,0.1644,0.87,0.2438,0.13,0.2908,0.15,0.4976,0.67,0.3394,0.83,0.1754,0.34,0.2695,0.74,0.3298,0.52
4,DAVIDSON,GIBBS.JACK,REIGEL.RUSTY,661:34,1158.16,69.5346,0.52,0.0164,0.59,1.0638,0.65,1.0474,0.43,0.5183,0.63,0.466,0.95,0.1701,0.77,0.2525,0.19,0.2934,0.17,0.5152,0.39,0.3519,0.74,0.1833,0.49,0.267,0.76,0.3246,0.55
5,DAVIDSON,GIBBS.JACK,MAGARITY.WILL,633:11,1101.04,68.4082,0.37,-0.0063,0.49,1.0463,0.55,1.0526,0.39,0.5027,0.43,0.4641,0.94,0.1753,0.65,0.2509,0.17,0.3163,0.34,0.5059,0.54,0.3438,0.78,0.171,0.27,0.2799,0.6,0.2769,0.87
6,DAVIDSON,ALDRIDGE.PEYTON,MAGARITY.WILL,629:18,1092.28,68.1196,0.33,0.0056,0.54,1.0446,0.55,1.039,0.5,0.4951,0.36,0.4687,0.95,0.1657,0.85,0.2496,0.16,0.3099,0.28,0.4978,0.67,0.3387,0.84,0.1638,0.16,0.2751,0.66,0.2781,0.87
7,DAVIDSON,GUDMUNDSSON.JONAX,MAGARITY.WILL,521:37,904.08,68.777,0.4,0.0302,0.67,1.043,0.54,1.0129,0.72,0.504,0.44,0.4934,0.98,0.1748,0.67,0.2473,0.16,0.3061,0.26,0.496,0.69,0.3342,0.86,0.1814,0.45,0.2682,0.75,0.2959,0.78
8,DAVIDSON,GUDMUNDSSON.JONAX,REIGEL.RUSTY,486:23,850.28,69.9901,0.6,0.0214,0.63,1.0655,0.67,1.0441,0.45,0.5229,0.68,0.4979,0.98,0.1752,0.65,0.2568,0.23,0.294,0.18,0.5178,0.36,0.3405,0.82,0.1823,0.48,0.2568,0.85,0.3447,0.4
9,DAVIDSON,ALDRIDGE.PEYTON,PRITCHETT.KISHAWN,454:08,782.44,68.0335,0.32,0.0801,0.82,1.1209,0.91,1.0408,0.48,0.5513,0.93,0.437,0.86,0.17,0.79,0.2435,0.13,0.3515,0.65,0.4813,0.87,0.2836,0.99,0.1431,0.01,0.2703,0.72,0.3254,0.54
