,TEAM,TEAM A,TEAM B,TOTAL TIME,POSS.,PACE,PACE PCTL,NET,NET PCTL,OE,OE PCTL,DE,DE PCTL,eFG%,eFG% PCTL,3PTrate,3PTrate PCTL,TOrate,TOrate PCTL,OREB%,OREB% PCTL,FTrate,FTrate PCTL,Opp eFG%,Opp eFG% PCTL,Opp 3PTrate,Opp 3PTrate PCTL,Opp TOrate,Opp TOrate PCTL,Opp OREB%,Opp OREB% PCTL,Opp FTrate,Opp FTrate PCTL
0,DAVIDSON,KALINOSKI.TYLER,SULLIVAN.BRIAN,918:20,1517.52,65.6802,0.06,0.1422,0.96,1.1888,0.99,1.0466,0.43,0.5573,0.94,0.4649,0.94,0.1318,0.99,0.2932,0.56,0.2564,0.03,0.4962,0.69,0.315,0.95,0.1763,0.36,0.317,0.14,0.3096,0.66
1,DAVIDSON,ALDRIDGE.PEYTON,KALINOSKI.TYLER,885:01,1490.72,66.4976,0.11,0.159,0.97,1.1853,0.99,1.0263,0.61,0.5582,0.94,0.4628,0.94,0.1368,0.99,0.2958,0.6,0.2263,0.01,0.4853,0.83,0.3108,0.96,0.1832,0.49,0.3219,0.11,0.3347,0.48
2,DAVIDSON,ALDRIDGE.PEYTON,SULLIVAN.BRIAN,820:02,1368.72,65.919,0.07,0.1521,0.97,1.1814,0.99,1.0293,0.58,0.5559,0.94,0.4749,0.96,0.1388,0.99,0.294,0.59,0.2498,0.03,0.4809,0.88,0.3104,0.96,0.1732,0.3,0.3262,0.09,0.3257,0.54
3,DAVIDSON,GIBBS.JACK,KALINOSKI.TYLER,652:00,1105.8,67.7865,0.28,0.143,0.96,1.1919,0.99,1.0489,0.42,0.5506,0.93,0.4454,0.89,0.1311,0.99,0.2986,0.61,0.2655,0.05,0.4979,0.67,0.3256,0.91,0.1748,0.33,0.3051,0.27,0.3319,0.51
4,DAVIDSON,GIBBS.JACK,SULLIVAN.BRIAN,593:23,983.76,66.3258,0.1,0.1159,0.89,1.1649,0.98,1.049,0.41,0.5344,0.79,0.4478,0.89,0.1362,0.99,0.3045,0.66,0.2822,0.11,0.4936,0.73,0.3275,0.89,0.1679,0.22,0.3045,0.28,0.3136,0.64
5,DAVIDSON,ALDRIDGE.PEYTON,GIBBS.JACK,585:14,997.24,67.3463,0.23,0.1533,0.97,1.1752,0.98,1.022,0.66,0.5414,0.86,0.4543,0.92,0.1364,0.99,0.3067,0.68,0.2379,0.01,0.4716,0.92,0.3213,0.93,0.1707,0.26,0.3202,0.12,0.326,0.54
6,DAVIDSON,BARHAM.JORDAN,KALINOSKI.TYLER,584:36,976.96,66.4151,0.11,0.1539,0.97,1.2273,0.99,1.0734,0.27,0.5596,0.94,0.4349,0.84,0.1187,0.99,0.3029,0.64,0.2859,0.13,0.515,0.41,0.3285,0.89,0.1683,0.23,0.3034,0.3,0.3225,0.57
7,DAVIDSON,BARHAM.JORDAN,SULLIVAN.BRIAN,574:40,949.28,65.6209,0.06,0.1831,0.97,1.243,0.99,1.0599,0.34,0.5686,0.96,0.4428,0.87,0.1169,0.99,0.3014,0.63,0.2998,0.21,0.5031,0.58,0.3198,0.93,0.1659,0.19,0.3014,0.3,0.3284,0.52
8,DAVIDSON,ALDRIDGE.PEYTON,BARHAM.JORDAN,470:20,792.12,65.9983,0.07,0.1831,0.97,1.2334,0.99,1.0503,0.41,0.5653,0.95,0.4503,0.9,0.1212,0.99,0.3,0.63,0.2694,0.05,0.488,0.8,0.3178,0.94,0.1595,0.11,0.3137,0.17,0.3538,0.35
9,DAVIDSON,KALINOSKI.TYLER,MICHELSEN.OSKAR,440:25,744.28,67.0891,0.19,0.1201,0.92,1.2025,0.99,1.0824,0.22,0.5713,0.97,0.4789,0.98,0.129,0.99,0.285,0.46,0.2358,0.01,0.5201,0.32,0.3226,0.92,0.1708,0.26,0.3032,0.3,0.3563,0.34
